timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1718562522496,683,Purchase Order Fetch,200,,GET Purchase Order 2-19,text,true,,628,206,9,10,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,683,0,0
1718562522063,1174,Purchase Order Fetch,200,,GET Purchase Order 2-12,text,true,,628,206,9,10,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,1174,0,0
1718562522831,508,Purchase Order Fetch,200,,GET Purchase Order 2-17,text,true,,628,206,8,9,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,508,0,0
1718562522737,604,Purchase Order Fetch,200,,GET Purchase Order 2-15,text,true,,628,206,8,9,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,603,0,0
1718562522593,795,Purchase Order Fetch,200,,GET Purchase Order 2-16,text,true,,628,206,7,8,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,795,0,0
1718562522813,770,Purchase Order Fetch,200,,GET Purchase Order 2-20,text,true,,628,206,7,7,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,769,0,0
1718562522937,672,Purchase Order Fetch,200,,GET Purchase Order 2-13,text,true,,628,206,7,7,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,672,0,0
1718562523062,575,Purchase Order Fetch,200,,GET Purchase Order 2-14,text,true,,628,206,6,6,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,574,0,0
1718562523172,488,Purchase Order Fetch,200,,GET Purchase Order 2-18,text,true,,628,206,6,6,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,488,0,0
1718562523340,410,Purchase Order Fetch,200,,GET Purchase Order 2-17,text,true,,628,206,6,6,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,409,0,0
1718562523242,539,Purchase Order Fetch,200,,GET Purchase Order 2-12,text,true,,628,206,6,6,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,539,0,0
1718562523389,467,Purchase Order Fetch,200,,GET Purchase Order 2-16,text,true,,628,206,5,5,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,466,0,0
1718562523584,412,Purchase Order Fetch,200,,GET Purchase Order 2-20,text,true,,628,206,4,4,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,412,0,0
1718562523637,423,Purchase Order Fetch,200,,GET Purchase Order 2-14,text,true,,628,206,3,3,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,422,0,0
1718562523758,321,Purchase Order Fetch,200,,GET Purchase Order 2-17,text,true,,628,206,2,2,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,321,0,0
1718562523661,422,Purchase Order Fetch,200,,GET Purchase Order 2-18,text,true,,628,206,1,1,http://localhost:8080/api/v1/medmap/medicine/history/Amoxicillin,421,0,0
